,Ranking,TV_Show,Channel,Duration,Ranking_Percent,Datetime,Month,Week,Day,Hour,Minute,Day_of_week
21631,12,המטה המרכזי - מהדורה מוקדמת,רשת 13,53.0,4.7,2022-12-17 18:07:00,12,50,17,18,7,5
21632,13,מאחורי הכסף,רשת 13,33.0,3.7,2022-12-17 23:33:00,12,50,17,23,33,5
21633,14,סדר עולמי השבוע 12,קשת 12,52.0,3.5,2022-12-17 17:08:00,12,50,17,17,8,5
21634,15,זה לא אולפן שישי 3 ש.ח,קשת 12,53.0,3.1,2022-12-17 23:34:00,12,50,17,23,34,5
21635,16,זה לא אולפן שישי 3 ש.ח,קשת 12,45.0,2.8,2022-12-17 16:14:00,12,50,17,16,14,5
21638,19,הכי בעולם עם ירדן הראל ש.ח,רשת 13,35.0,2.4,2022-12-17 00:11:00,12,50,17,0,11,5
21644,5,חדשות 12,קשת 12,81.0,7.2,2022-12-18 19:55:00,12,50,18,19,55,6
21645,6,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,26.0,7.2,2022-12-18 22:39:00,12,50,18,22,39,6
21648,9,המקור - עונה 21,רשת 13,69.0,5.0,2022-12-18 21:18:00,12,50,18,21,18,6
21649,10,מהדורה ראשונה 12,קשת 12,40.0,4.1,2022-12-18 16:09:00,12,50,18,16,9,6
21650,11,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,3.8,2022-12-18 07:00:00,12,50,18,7,0,6
21651,12,תכנית חיסכון 12,קשת 12,44.0,3.8,2022-12-18 19:07:00,12,50,18,19,7,6
21652,13,חמש עם רפי רשף 12,קשת 12,63.0,3.6,2022-12-18 16:50:00,12,50,18,16,50,6
21653,14,שש עם עודד בן עמי 12,קשת 12,64.0,3.6,2022-12-18 17:55:00,12,50,18,17,55,6
21654,15,חי בלילה עונה 12,קשת 12,36.0,3.5,2022-12-18 23:14:00,12,50,18,23,14,6
21655,16,שלוש עם עופר חדד,קשת 12,62.0,3.3,2022-12-18 14:57:00,12,50,18,14,57,6
21657,18,הזמר במסכה 3 ש.ח,קשת 12,90.0,3.0,2022-12-18 13:27:00,12,50,18,13,27,6
21658,19,הצינור לקט,רשת 13,36.0,2.8,2022-12-18 22:59:00,12,50,18,22,59,6
21659,20,סבריי מרנן עונה 7 ש.ח,קשת 12,29.0,2.8,2022-12-18 12:59:00,12,50,18,12,59,6
21660,1,הזמר במסכה 3,קשת 12,78.0,13.2,2022-12-19 21:27:00,12,51,19,21,27,0
21661,2,חדשות 12,קשת 12,81.0,13.0,2022-12-19 19:55:00,12,51,19,19,55,0
21662,3,תכנית חיסכון 12,קשת 12,42.0,10.3,2022-12-19 19:09:00,12,51,19,19,9,0
21663,4,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,33.0,8.2,2022-12-19 22:46:00,12,51,19,22,46,0
21664,5,שש עם עודד בן עמי 12,קשת 12,63.0,7.2,2022-12-19 17:55:00,12,51,19,17,55,0
21665,6,משחקי השף עונה 6 - קרבות המטבח,רשת 13,109.0,6.3,2022-12-19 21:16:00,12,51,19,21,16,0
21666,7,חדשות 13,רשת 13,83.0,6.1,2022-12-19 19:53:00,12,51,19,19,53,0
21667,8,חמש עם רפי רשף 12,קשת 12,63.0,5.9,2022-12-19 16:49:00,12,51,19,16,49,0
21668,9,חמש עם שרון גל,רשת 13,62.0,5.0,2022-12-19 16:49:00,12,51,19,16,49,0
21669,10,מהדורה ראשונה 12,קשת 12,42.0,4.9,2022-12-19 16:08:00,12,51,19,16,8,0
21670,11,שלוש עם עופר חדד,קשת 12,62.0,4.7,2022-12-19 14:58:00,12,51,19,14,58,0
21671,12,חי בלילה עונה 12,קשת 12,34.0,4.6,2022-12-19 23:19:00,12,51,19,23,19,0
21673,14,הצינור,רשת 13,20.0,4.1,2022-12-19 23:17:00,12,51,19,23,17,0
21675,16,שש - אמנון לוי,רשת 13,66.0,4.0,2022-12-19 17:54:00,12,51,19,17,54,0
21676,17,אזור בחירה,רשת 13,39.0,3.8,2022-12-19 19:10:00,12,51,19,19,10,0
21677,18,הזמר במסכה 3 ש.ח,קשת 12,93.0,3.2,2022-12-19 13:24:00,12,51,19,13,24,0
21678,19,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,151.0,3.2,2022-12-19 07:00:00,12,51,19,7,0,0
21679,20,סבריי מרנן עונה 3 ש.ח,קשת 12,29.0,3.1,2022-12-19 12:55:00,12,51,19,12,55,0
21680,1,חדשות 12,קשת 12,82.0,11.6,2022-12-20 19:54:00,12,51,20,19,54,1
21682,3,שש עם עודד בן עמי 12,קשת 12,63.0,7.3,2022-12-20 17:55:00,12,51,20,17,55,1
21683,4,תכנית חיסכון 12,קשת 12,43.0,7.3,2022-12-20 19:08:00,12,51,20,19,8,1
21684,5,משחקי השף עונה 6 - קרבות המטבח,רשת 13,110.0,7.0,2022-12-20 21:15:00,12,51,20,21,15,1
21685,6,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,21.0,6.4,2022-12-20 23:14:00,12,51,20,23,14,1
21686,7,חמש עם רפי רשף 12,קשת 12,64.0,6.3,2022-12-20 16:49:00,12,51,20,16,49,1
21687,8,הצינור,רשת 13,20.0,6.0,2022-12-20 23:17:00,12,51,20,23,17,1
21688,9,אזור בחירה,רשת 13,40.0,5.3,2022-12-20 19:10:00,12,51,20,19,10,1
21689,10,חדשות 13,רשת 13,81.0,5.3,2022-12-20 19:54:00,12,51,20,19,54,1
21690,11,מהדורה ראשונה 12,קשת 12,40.0,5.0,2022-12-20 16:08:00,12,51,20,16,8,1
21691,12,חי בלילה עונה 12,קשת 12,30.0,4.2,2022-12-20 23:39:00,12,51,20,23,39,1
21692,13,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,4.1,2022-12-20 07:01:00,12,51,20,7,1,1
21693,14,חמש עם שרון גל,רשת 13,61.0,4.0,2022-12-20 16:49:00,12,51,20,16,49,1
21694,15,שלוש עם עופר חדד,קשת 12,61.0,3.8,2022-12-20 14:58:00,12,51,20,14,58,1
21695,16,היום שהיה עם טל ברמן,רשת 13,30.0,3.7,2022-12-20 23:38:00,12,51,20,23,38,1
21698,19,שש - אמנון לוי,רשת 13,65.0,3.2,2022-12-20 17:53:00,12,51,20,17,53,1
21700,1,ארץ נהדרת עונה 20,קשת 12,75.0,15.3,2022-12-21 21:17:00,12,51,21,21,17,2
21701,2,הישרדות עונה 6,רשת 13,74.0,13.0,2022-12-21 21:19:00,12,51,21,21,19,2
21702,3,חדשות 12,קשת 12,82.0,12.3,2022-12-21 19:55:00,12,51,21,19,55,2
21703,4,תכנית חיסכון 12,קשת 12,41.0,8.7,2022-12-21 19:09:00,12,51,21,19,9,2
21704,5,חדשות 13,רשת 13,83.0,7.2,2022-12-21 19:53:00,12,51,21,19,53,2
21705,6,הצינור,רשת 13,34.0,6.9,2022-12-21 22:47:00,12,51,21,22,47,2
21706,7,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,35.0,6.7,2022-12-21 22:44:00,12,51,21,22,44,2
21707,8,שש עם עודד בן עמי 12,קשת 12,63.0,6.7,2022-12-21 17:55:00,12,51,21,17,55,2
21708,9,אזור בחירה,רשת 13,38.0,6.5,2022-12-21 19:10:00,12,51,21,19,10,2
21709,10,חמש עם רפי רשף 12,קשת 12,63.0,6.1,2022-12-21 16:50:00,12,51,21,16,50,2
21710,11,חמש עם שרון גל,רשת 13,63.0,5.7,2022-12-21 16:48:00,12,51,21,16,48,2
21711,12,שש - אמנון לוי,רשת 13,63.0,5.2,2022-12-21 17:54:00,12,51,21,17,54,2
21712,13,היום שהיה עם טל ברמן,רשת 13,37.0,5.0,2022-12-21 23:22:00,12,51,21,23,22,2
21713,14,חי בלילה עונה 12,קשת 12,34.0,4.9,2022-12-21 23:19:00,12,51,21,23,19,2
21714,15,מהדורה ראשונה 12,קשת 12,41.0,4.5,2022-12-21 16:08:00,12,51,21,16,8,2
21716,17,הכול כלול עונה 2,רשת 13,40.0,3.7,2022-12-21 16:09:00,12,51,21,16,9,2
21717,18,שלוש עם עופר חדד,קשת 12,61.0,3.5,2022-12-21 14:58:00,12,51,21,14,58,2
21718,19,סבריי מרנן עונה 3 ש.ח,קשת 12,30.0,3.4,2022-12-21 12:55:00,12,51,21,12,55,2
21719,20,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,149.0,3.4,2022-12-21 07:01:00,12,51,21,7,1,2
21720,1,חדשות 12,קשת 12,81.0,10.0,2022-12-22 19:54:00,12,51,22,19,54,3
21721,2,משחקי השף עונה 6 - קרבות המטבח,רשת 13,81.0,8.2,2022-12-22 21:16:00,12,51,22,21,16,3
21722,3,תכנית חיסכון 12,קשת 12,41.0,7.7,2022-12-22 19:09:00,12,51,22,19,9,3
21724,5,חדשות 13,רשת 13,80.0,7.0,2022-12-22 19:54:00,12,51,22,19,54,3
21725,6,שש עם עודד בן עמי 12,קשת 12,64.0,5.9,2022-12-22 17:55:00,12,51,22,17,55,3
21727,8,הצינור,רשת 13,33.0,5.6,2022-12-22 22:49:00,12,51,22,22,49,3
21728,9,אזור בחירה,רשת 13,42.0,5.5,2022-12-22 19:10:00,12,51,22,19,10,3
21729,10,מהדורה ראשונה 12,קשת 12,39.0,5.4,2022-12-22 16:09:00,12,51,22,16,9,3
21730,11,חמש עם רפי רשף 12,קשת 12,64.0,5.3,2022-12-22 16:49:00,12,51,22,16,49,3
21731,12,רפי רשף אינטימי,קשת 12,37.0,4.9,2022-12-22 22:43:00,12,51,22,22,43,3
21734,15,שש - אמנון לוי,רשת 13,63.0,4.6,2022-12-22 17:54:00,12,51,22,17,54,3
21735,16,שלוש עם עופר חדד,קשת 12,50.0,4.4,2022-12-22 15:11:00,12,51,22,15,11,3
21736,17,חמש עם שרון גל,רשת 13,64.0,4.0,2022-12-22 16:49:00,12,51,22,16,49,3
21737,18,היום שהיה עם טל ברמן,רשת 13,36.0,3.8,2022-12-22 23:22:00,12,51,22,23,22,3
21739,20,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,151.0,3.3,2022-12-22 07:00:00,12,51,22,7,0,3
21740,1,אולפן שישי 12,קשת 12,125.0,9.7,2022-12-23 19:54:00,12,51,23,19,54,4
21741,2,זה לא אולפן שישי 3,קשת 12,44.0,9.5,2022-12-23 22:00:00,12,51,23,22,0,4
21742,3,אופירה וברקוביץ' - עונה 3,קשת 12,104.0,7.2,2022-12-23 18:10:00,12,51,23,18,10,4
21743,4,שישי עם אילה חסון,רשת 13,126.0,6.5,2022-12-23 19:55:00,12,51,23,19,55,4
21744,5,שישי בחמש עם גדעון אוקו,קשת 12,50.0,5.4,2022-12-23 17:09:00,12,51,23,17,9,4
21745,6,אלמוג בשישי,רשת 13,109.0,5.3,2022-12-23 18:06:00,12,51,23,18,6,4
21746,7,שישי בבוקר עם גלית ויואב - עונה 2,קשת 12,179.0,3.9,2022-12-23 07:00:00,12,51,23,7,0,4
21747,8,גלית ואילנית - עונה 2,קשת 12,122.0,3.6,2022-12-23 14:57:00,12,51,23,14,57,4
21748,9,המגזין עם נגה ניר נאמן,רשת 13,52.0,3.4,2022-12-23 17:06:00,12,51,23,17,6,4
21749,10,הזמר במסכה 3 ש.ח,קשת 12,99.0,3.2,2022-12-23 22:57:00,12,51,23,22,57,4
21750,11,העולם הבוקר בשישי,רשת 13,180.0,2.9,2022-12-23 06:59:00,12,51,23,6,59,4
21751,12,כמעט שבת שלום,קשת 12,66.0,2.9,2022-12-23 10:05:00,12,51,23,10,5,4
21752,13,פותחים שישי,רשת 13,115.0,2.8,2022-12-23 10:00:00,12,51,23,10,0,4
21754,15,אל תפילו את המיליון עונה 3 ש.ח,רשת 13,68.0,2.5,2022-12-23 22:01:00,12,51,23,22,1,4
21756,17,הכי בעולם עם ירדן הראל ש.ח,רשת 13,34.0,1.9,2022-12-23 23:16:00,12,51,23,23,16,4
21757,18,השיעור השבועי עם סיון רהב מאיר,קשת 12,33.0,1.9,2022-12-23 11:10:00,12,51,23,11,10,4
21759,20,שש עם גלית ויואב - עונה 2,קשת 12,55.0,1.6,2022-12-23 06:00:00,12,51,23,6,0,4
21760,1,הזמר במסכה 3,קשת 12,98.0,16.1,2022-12-24 21:28:00,12,51,24,21,28,5
21761,2,חדשות שבת 12,קשת 12,92.0,12.1,2022-12-24 19:54:00,12,51,24,19,54,5
21762,3,הישרדות עונה 6,רשת 13,81.0,9.4,2022-12-24 21:28:00,12,51,24,21,28,5
21763,4,פגוש את העיתונות עם בן כספית ועמית סגל,קשת 12,40.0,9.4,2022-12-24 19:11:00,12,51,24,19,11,5
21764,5,פגוש את העיתונות 12 - מהדורה מוקדמת,קשת 12,51.0,8.7,2022-12-24 18:09:00,12,51,24,18,9,5
21765,6,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,27.0,8.1,2022-12-24 23:14:00,12,51,24,23,14,5
21766,7,המטה המרכזי,רשת 13,41.0,7.7,2022-12-24 19:10:00,12,51,24,19,10,5
21767,8,מהדורת השבת עם תמר איש שלום,רשת 13,91.0,7.2,2022-12-24 19:54:00,12,51,24,19,54,5
21768,9,המטה המרכזי - מהדורה מוקדמת,רשת 13,50.0,6.7,2022-12-24 18:10:00,12,51,24,18,10,5
21769,10,סדר עולמי השבוע 12,קשת 12,49.0,5.8,2022-12-24 17:09:00,12,51,24,17,9,5
21770,11,זה לא אולפן שישי 3 ש.ח,קשת 12,44.0,4.6,2022-12-24 23:54:00,12,51,24,23,54,5
21771,12,הצינור,רשת 13,30.0,4.1,2022-12-24 23:00:00,12,51,24,23,0,5
21772,13,ארץ נהדרת עונה 20 ש.ח,קשת 12,67.0,3.7,2022-12-24 15:52:00,12,51,24,15,52,5
21774,15,מאחורי הכסף,רשת 13,33.0,3.0,2022-12-24 23:30:00,12,51,24,23,30,5
21775,16,זה לא אולפן שישי 3 ש.ח,קשת 12,43.0,2.9,2022-12-24 15:10:00,12,51,24,15,10,5
21776,17,הזמר במסכה 3 ש.ח,קשת 12,68.0,2.6,2022-12-24 14:01:00,12,51,24,14,1,5
21777,18,אולפן שישי - הכתבות,קשת 12,58.0,2.5,2022-12-24 00:38:00,12,51,24,0,38,5
21781,2,חדשות 12,קשת 12,83.0,11.9,2022-12-25 19:55:00,12,51,25,19,55,6
21782,3,תכנית חיסכון 12,קשת 12,42.0,9.1,2022-12-25 19:09:00,12,51,25,19,9,6
21783,4,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,34.0,8.1,2022-12-25 22:52:00,12,51,25,22,52,6
21784,5,חמש עם רפי רשף 12,קשת 12,61.0,7.8,2022-12-25 16:50:00,12,51,25,16,50,6
21785,6,שש עם עודד בן עמי 12,קשת 12,64.0,7.5,2022-12-25 17:54:00,12,51,25,17,54,6
21787,8,חדשות 13,רשת 13,84.0,7.4,2022-12-25 19:54:00,12,51,25,19,54,6
21788,9,אזור בחירה,רשת 13,40.0,6.2,2022-12-25 19:10:00,12,51,25,19,10,6
21789,10,שש - אמנון לוי,רשת 13,64.0,5.7,2022-12-25 17:54:00,12,51,25,17,54,6
21790,11,מהדורה ראשונה 12,קשת 12,41.0,5.2,2022-12-25 16:09:00,12,51,25,16,9,6
21791,12,הצינור לקט,רשת 13,37.0,5.1,2022-12-25 22:43:00,12,51,25,22,43,6
21792,13,חמש עם שרון גל,רשת 13,63.0,5.0,2022-12-25 16:49:00,12,51,25,16,49,6
21793,14,היום שהיה עם טל ברמן,רשת 13,36.0,4.8,2022-12-25 23:20:00,12,51,25,23,20,6
21795,16,שלוש עם עופר חדד,קשת 12,49.0,4.3,2022-12-25 15:11:00,12,51,25,15,11,6
21797,18,חי בלילה עונה 12,קשת 12,35.0,3.9,2022-12-25 23:25:00,12,51,25,23,25,6
21798,19,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,152.0,3.9,2022-12-25 07:01:00,12,51,25,7,1,6
21800,1,הזמר במסכה 3,קשת 12,98.0,15.4,2022-12-26 21:25:00,12,52,26,21,25,0
21801,2,חדשות 12,קשת 12,79.0,13.3,2022-12-26 19:55:00,12,52,26,19,55,0
21802,3,תכנית חיסכון 12,קשת 12,42.0,9.9,2022-12-26 19:08:00,12,52,26,19,8,0
21803,4,שש עם עודד בן עמי 12,קשת 12,63.0,8.2,2022-12-26 17:55:00,12,52,26,17,55,0
21804,5,חמש עם רפי רשף 12,קשת 12,63.0,7.2,2022-12-26 16:50:00,12,52,26,16,50,0
21805,6,משחקי השף עונה 6 - קרבות המטבח,רשת 13,107.0,6.5,2022-12-26 21:16:00,12,52,26,21,16,0
21806,7,חדשות 13,רשת 13,82.0,6.4,2022-12-26 19:54:00,12,52,26,19,54,0
21807,8,אזור בחירה,רשת 13,41.0,5.4,2022-12-26 19:10:00,12,52,26,19,10,0
21808,9,שש - אמנון לוי,רשת 13,64.0,5.3,2022-12-26 17:53:00,12,52,26,17,53,0
21809,10,חמש עם שרון גל,רשת 13,62.0,4.6,2022-12-26 16:48:00,12,52,26,16,48,0
21810,11,הצינור,רשת 13,22.0,4.6,2022-12-26 23:16:00,12,52,26,23,16,0
21811,12,מהדורה ראשונה 12,קשת 12,41.0,4.2,2022-12-26 16:09:00,12,52,26,16,9,0
21812,13,הכול כלול עונה 2,רשת 13,40.0,4.2,2022-12-26 16:09:00,12,52,26,16,9,0
21813,14,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,151.0,4.1,2022-12-26 07:00:00,12,52,26,7,0,0
21816,17,שלוש עם עופר חדד,קשת 12,46.0,3.3,2022-12-26 15:12:00,12,52,26,15,12,0
21817,18,פאולה וליאון עונה 2,קשת 12,119.0,3.3,2022-12-26 09:31:00,12,52,26,9,31,0
21818,19,חדשות היום עם אלמוג בוקר,רשת 13,69.0,3.1,2022-12-26 14:50:00,12,52,26,14,50,0
21819,20,היום שהיה עם טל ברמן,רשת 13,30.0,3.1,2022-12-26 23:37:00,12,52,26,23,37,0
21821,2,חדשות 12,קשת 12,82.0,14.1,2022-12-27 19:54:00,12,52,27,19,54,1
21822,3,תכנית חיסכון 12,קשת 12,42.0,9.5,2022-12-27 19:09:00,12,52,27,19,9,1
21823,4,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,35.0,8.2,2022-12-27 22:49:00,12,52,27,22,49,1
21824,5,שש עם עודד בן עמי 12,קשת 12,63.0,8.0,2022-12-27 17:55:00,12,52,27,17,55,1
21825,6,משחקי השף עונה 6 - קרבות המטבח,רשת 13,106.0,7.9,2022-12-27 21:18:00,12,52,27,21,18,1
