,Ranking,TV_Show,Channel,Duration,Ranking_Percent,Datetime,Month,Week,Day,Hour,Minute,Day_of_week
609,10,גלית ואילנית - עונה 2,קשת 12,115.0,4.2,2020-01-31 15:58:00,1,5,31,15,58,4
610,11,שישי בבוקר עם גלית ויואב - עונה 2,קשת 12,182.0,3.8,2020-01-31 06:57:00,1,5,31,6,57,4
611,12,העולם הבוקר,רשת 13,180.0,3.7,2020-01-31 06:59:00,1,5,31,6,59,4
612,13,פותחים שישי,רשת 13,53.0,3.4,2020-01-31 10:00:00,1,5,31,10,0,4
613,14,פאולה וליאון עונה 2 ש.ח,קשת 12,22.0,3.3,2020-01-31 02:00:00,1,5,31,2,0,4
615,16,כמעט שבת שלום,קשת 12,57.0,3.0,2020-01-31 10:07:00,1,5,31,10,7,4
617,18,מועדון לילה עונה 7 ש.ח,קשת 12,67.0,2.8,2020-01-31 14:51:00,1,5,31,14,51,4
618,19,סודות מתוקים - קרין גורן,רשת 13,33.0,2.5,2020-01-31 18:10:00,1,5,31,18,10,4
620,1,הכוכב הבא לאירוויזיון 2020,קשת 12,102.0,19.6,2020-01-02 21:16:00,1,1,2,21,16,3
621,2,חדשות שבת 12,קשת 12,79.0,16.8,2020-01-02 19:56:00,1,1,2,19,56,3
622,3,אנשים עונה 16,קשת 12,30.0,14.4,2020-01-02 22:58:00,1,1,2,22,58,3
623,4,האח הגדול 2020 - הדחה,רשת 13,84.0,13.4,2020-01-02 21:24:00,1,1,2,21,24,3
624,5,פגוש את העיתונות 12,קשת 12,47.0,11.4,2020-01-02 19:06:00,1,1,2,19,6,3
625,6,מהדורת השבת עם הילה קורח,רשת 13,87.0,10.5,2020-01-02 19:57:00,1,1,2,19,57,3
626,7,ערב טוב עם גיא פינס - קשת עונה 2 לקט ש.ח,קשת 12,43.0,7.9,2020-01-02 23:27:00,1,1,2,23,27,3
627,8,ארץ נהדרת עונה 17 ש.ח,קשת 12,75.0,7.3,2020-01-02 17:38:00,1,1,2,17,38,3
628,9,המטה המרכזי,רשת 13,46.0,7.0,2020-01-02 19:08:00,1,1,2,19,8,3
629,10,גב האומה עונה 11,רשת 13,31.0,6.7,2020-01-02 22:48:00,1,1,2,22,48,3
630,11,אולפן שישי - הכתבות,קשת 12,54.0,3.5,2020-01-02 00:26:00,1,1,2,0,26,3
631,12,סדר עולמי השבוע 12,קשת 12,29.0,3.3,2020-01-02 17:09:00,1,1,2,17,9,3
632,13,משחקי השף עונה 4 ש.ח,רשת 13,157.0,3.3,2020-01-02 16:05:00,1,1,2,16,5,3
633,14,נפלת חזק עונה 2 ש.ח,רשת 13,31.0,2.5,2020-01-02 23:22:00,1,1,2,23,22,3
634,15,הכוכב הבא לאירוויזיון 2020 ש.ח,קשת 12,222.0,2.4,2020-01-02 13:15:00,1,1,2,13,15,3
636,17,כמעט שבת שלום ש.ח,קשת 12,35.0,2.1,2020-01-02 01:24:00,1,1,2,1,24,3
637,18,אופירה וברקוביץ' - עונה 3 ש.ח,קשת 12,117.0,1.8,2020-01-02 08:58:00,1,1,2,8,58,3
638,19,האח הגדול 2020 ש.ח,רשת 13,35.0,1.8,2020-01-02 02:00:00,1,1,2,2,0,3
640,1,הכוכב הבא לאירוויזיון 2020,קשת 12,98.0,20.7,2020-02-02 21:14:00,2,5,2,21,14,6
641,2,חדשות 12,קשת 12,78.0,19.4,2020-02-02 19:56:00,2,5,2,19,56,6
642,3,תכנית חיסכון 12,קשת 12,32.0,12.7,2020-02-02 19:21:00,2,5,2,19,21,6
643,4,חי בלילה עונה 12,קשת 12,30.0,12.2,2020-02-02 22:54:00,2,5,2,22,54,6
644,5,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,30.0,10.3,2020-02-02 18:46:00,2,5,2,18,46,6
645,6,שש עם עודד בן עמי 12,קשת 12,50.0,10.2,2020-02-02 17:57:00,2,5,2,17,57,6
646,7,חדשות 13,רשת 13,84.0,9.2,2020-02-02 19:56:00,2,5,2,19,56,6
647,8,משחקי השף עונה 4 - קרבות המטבח,רשת 13,110.0,8.9,2020-02-02 21:20:00,2,5,2,21,20,6
648,9,הצינור,רשת 13,20.0,7.8,2020-02-02 23:10:00,2,5,2,23,10,6
649,10,חמש עם רפי רשף 12,קשת 12,55.0,7.2,2020-02-02 16:59:00,2,5,2,16,59,6
650,11,שווה כסף,רשת 13,24.0,7.0,2020-02-02 19:28:00,2,5,2,19,28,6
651,12,נקסט עם דרור גלוברמן עונה 2,קשת 12,21.0,6.9,2020-02-02 23:24:00,2,5,2,23,24,6
652,13,לפני החדשות,רשת 13,43.0,6.5,2020-02-02 18:44:00,2,5,2,18,44,6
653,14,מהדורה ראשונה 12,קשת 12,53.0,5.5,2020-02-02 16:06:00,2,5,2,16,6,6
654,15,שש - אמנון לוי,רשת 13,51.0,5.4,2020-02-02 17:53:00,2,5,2,17,53,6
655,16,היום שהיה עם טל ברמן,רשת 13,29.0,4.9,2020-02-02 23:30:00,2,5,2,23,30,6
656,17,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,122.0,4.3,2020-02-02 06:57:00,2,5,2,6,57,6
657,18,חברות עונה 2 ש.ח,רשת 13,33.0,4.2,2020-02-02 23:59:00,2,5,2,23,59,6
658,19,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,29.0,4.2,2020-02-02 23:58:00,2,5,2,23,58,6
660,1,חדשות 12,קשת 12,84.0,18.3,2020-03-02 19:57:00,3,10,2,19,57,0
661,2,הכוכב הבא לאירוויזיון 2020,קשת 12,57.0,17.4,2020-03-02 21:20:00,3,10,2,21,20,0
662,3,הכרישים קשת - עונה 2,קשת 12,45.0,13.7,2020-03-02 22:18:00,3,10,2,22,18,0
663,4,תכנית חיסכון 12,קשת 12,33.0,13.4,2020-03-02 19:19:00,3,10,2,19,19,0
664,5,משחקי השף עונה 4 - קרבות המטבח,רשת 13,83.0,12.0,2020-03-02 21:22:00,3,10,2,21,22,0
665,6,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,29.0,10.2,2020-03-02 18:46:00,3,10,2,18,46,0
666,7,שש עם עודד בן עמי 12,קשת 12,49.0,9.8,2020-03-02 17:57:00,3,10,2,17,57,0
667,8,הצינור,רשת 13,20.0,9.8,2020-03-02 22:45:00,3,10,2,22,45,0
668,9,חי בלילה עונה 12,קשת 12,25.0,9.0,2020-03-02 23:08:00,3,10,2,23,8,0
669,10,חדשות 13,רשת 13,85.0,8.5,2020-03-02 19:57:00,3,10,2,19,57,0
670,11,חמש עם רפי רשף 12,קשת 12,56.0,7.3,2020-03-02 16:59:00,3,10,2,16,59,0
671,12,שווה כסף,רשת 13,25.0,6.1,2020-03-02 19:28:00,3,10,2,19,28,0
672,13,לפני החדשות,רשת 13,43.0,5.9,2020-03-02 18:45:00,3,10,2,18,45,0
673,14,היום שהיה עם טל ברמן,רשת 13,31.0,5.6,2020-03-02 23:15:00,3,10,2,23,15,0
674,15,מהדורה ראשונה 12,קשת 12,54.0,5.3,2020-03-02 16:05:00,3,10,2,16,5,0
675,16,שש - אמנון לוי,רשת 13,50.0,4.9,2020-03-02 17:54:00,3,10,2,17,54,0
676,17,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,28.0,4.7,2020-03-02 23:56:00,3,10,2,23,56,0
677,18,חברות עונה 2 ש.ח,רשת 13,24.0,4.3,2020-03-02 23:47:00,3,10,2,23,47,0
678,19,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,122.0,3.8,2020-03-02 06:58:00,3,10,2,6,58,0
679,20,פאולה וליאון עונה 2,קשת 12,90.0,3.6,2020-03-02 09:00:00,3,10,2,9,0,0
680,1,הכוכב הבא לאירוויזיון 2020,קשת 12,163.0,24.9,2020-04-02 21:02:00,4,14,2,21,2,3
681,2,חדשות 12,קשת 12,64.0,16.9,2020-04-02 19:56:00,4,14,2,19,56,3
682,3,חי בלילה עונה 12,קשת 12,26.0,15.1,2020-04-02 23:48:00,4,14,2,23,48,3
683,4,תכנית חיסכון 12,קשת 12,29.0,10.5,2020-04-02 19:23:00,4,14,2,19,23,3
684,5,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,31.0,9.1,2020-04-02 18:46:00,4,14,2,18,46,3
685,6,שש עם עודד בן עמי 12,קשת 12,49.0,8.7,2020-04-02 17:57:00,4,14,2,17,57,3
686,7,חמש עם רפי רשף 12,קשת 12,55.0,7.6,2020-04-02 16:59:00,4,14,2,16,59,3
687,8,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,31.0,6.9,2020-04-02 00:19:00,4,14,2,0,19,3
688,9,חדשות 13,רשת 13,84.0,6.5,2020-04-02 19:57:00,4,14,2,19,57,3
689,10,שווה כסף,רשת 13,25.0,5.7,2020-04-02 19:28:00,4,14,2,19,28,3
690,11,שנות ה-80 עונה 4 ש.ח,רשת 13,40.0,5.6,2020-04-02 21:21:00,4,14,2,21,21,3
691,12,תכנית חיסכון 12 ש.ח,קשת 12,32.0,5.5,2020-04-02 00:50:00,4,14,2,0,50,3
692,13,מהדורה ראשונה 12,קשת 12,52.0,5.5,2020-04-02 16:07:00,4,14,2,16,7,3
693,14,לפני החדשות,רשת 13,43.0,5.5,2020-04-02 18:45:00,4,14,2,18,45,3
694,15,שנות ה-80 עונה 3 ש.ח,רשת 13,39.0,5.4,2020-04-02 22:00:00,4,14,2,22,0,3
695,16,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,121.0,4.2,2020-04-02 06:58:00,4,14,2,6,58,3
696,17,שש - אמנון לוי,רשת 13,51.0,4.2,2020-04-02 17:54:00,4,14,2,17,54,3
697,18,הצינור,רשת 13,30.0,3.9,2020-04-02 22:39:00,4,14,2,22,39,3
699,20,העולם הבוקר,רשת 13,120.0,3.4,2020-04-02 07:00:00,4,14,2,7,0,3
700,1,חדשות 12,קשת 12,86.0,17.4,2020-05-02 19:57:00,5,18,2,19,57,5
701,2,ארץ נהדרת עונה 17,קשת 12,84.0,15.4,2020-05-02 21:23:00,5,18,2,21,23,5
702,3,האח הגדול 2020,רשת 13,110.0,13.0,2020-05-02 21:19:00,5,18,2,21,19,5
703,4,תכנית חיסכון 12,קשת 12,30.0,12.7,2020-05-02 19:22:00,5,18,2,19,22,5
704,5,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,30.0,11.2,2020-05-02 18:48:00,5,18,2,18,48,5
705,6,הצינור,רשת 13,24.0,9.4,2020-05-02 23:14:00,5,18,2,23,14,5
706,7,שש עם עודד בן עמי 12,קשת 12,50.0,9.0,2020-05-02 17:57:00,5,18,2,17,57,5
707,8,חדשות 13,רשת 13,83.0,7.3,2020-05-02 19:56:00,5,18,2,19,56,5
708,9,חמש עם רפי רשף 12,קשת 12,56.0,7.0,2020-05-02 16:59:00,5,18,2,16,59,5
709,10,זה לא הגיל עונה 2,קשת 12,34.0,6.8,2020-05-02 22:46:00,5,18,2,22,46,5
710,11,היום שהיה עם טל ברמן,רשת 13,29.0,6.3,2020-05-02 23:38:00,5,18,2,23,38,5
711,12,מהדורה ראשונה 12,קשת 12,53.0,5.2,2020-05-02 16:06:00,5,18,2,16,6,5
712,13,שווה כסף,רשת 13,25.0,5.1,2020-05-02 19:28:00,5,18,2,19,28,5
713,14,לפני החדשות,רשת 13,43.0,4.6,2020-05-02 18:45:00,5,18,2,18,45,5
714,15,שש - אמנון לוי,רשת 13,50.0,4.3,2020-05-02 17:55:00,5,18,2,17,55,5
715,16,חברות עונה 4 ש.ח,רשת 13,32.0,4.1,2020-05-02 00:07:00,5,18,2,0,7,5
716,17,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,122.0,4.1,2020-05-02 06:58:00,5,18,2,6,58,5
717,18,סבריי מרנן עונה 4 ש.ח,קשת 12,25.0,4.1,2020-05-02 15:35:00,5,18,2,15,35,5
718,19,החדשות עם יעקב אילון,רשת 13,55.0,3.5,2020-05-02 16:57:00,5,18,2,16,57,5
720,1,חדשות 12,קשת 12,90.0,16.2,2020-06-02 19:56:00,6,23,2,19,56,1
722,3,האח הגדול 2020,רשת 13,82.0,11.6,2020-06-02 21:20:00,6,23,2,21,20,1
723,4,תכנית חיסכון 12,קשת 12,31.0,11.2,2020-06-02 19:21:00,6,23,2,19,21,1
724,5,חדשות 13,רשת 13,85.0,10.1,2020-06-02 19:56:00,6,23,2,19,56,1
725,6,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,30.0,9.7,2020-06-02 18:46:00,6,23,2,18,46,1
726,7,שש עם עודד בן עמי 12,קשת 12,49.0,9.5,2020-06-02 17:57:00,6,23,2,17,57,1
728,9,גב האומה עונה 11,רשת 13,34.0,7.4,2020-06-02 22:42:00,6,23,2,22,42,1
729,10,חמש עם רפי רשף 12,קשת 12,56.0,7.3,2020-06-02 16:58:00,6,23,2,16,58,1
730,11,שווה כסף,רשת 13,24.0,7.2,2020-06-02 19:27:00,6,23,2,19,27,1
731,12,רפי רשף אינטימי,קשת 12,34.0,6.4,2020-06-02 22:58:00,6,23,2,22,58,1
732,13,לפני החדשות,רשת 13,42.0,5.9,2020-06-02 18:45:00,6,23,2,18,45,1
733,14,מהדורה ראשונה 12,קשת 12,46.0,5.3,2020-06-02 16:12:00,6,23,2,16,12,1
734,15,שש - אמנון לוי,רשת 13,49.0,5.2,2020-06-02 17:56:00,6,23,2,17,56,1
735,16,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,25.0,5.1,2020-06-02 23:32:00,6,23,2,23,32,1
736,17,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,121.0,4.2,2020-06-02 06:58:00,6,23,2,6,58,1
737,18,חברות עונה 4 ש.ח,רשת 13,31.0,3.7,2020-06-02 23:49:00,6,23,2,23,49,1
738,19,היום שהיה עם טל ברמן,רשת 13,30.0,3.7,2020-06-02 23:19:00,6,23,2,23,19,1
739,20,החדשות עם יעקב אילון,רשת 13,55.0,3.6,2020-06-02 16:57:00,6,23,2,16,57,1
740,1,אולפן שישי 12,קשת 12,105.0,11.1,2020-07-02 19:56:00,7,27,2,19,56,3
741,2,סבריי מרנן עונה 6,קשת 12,29.0,10.2,2020-07-02 21:41:00,7,27,2,21,41,3
742,3,סבריי מרנן עונה 5 ש.ח,קשת 12,30.0,9.4,2020-07-02 22:10:00,7,27,2,22,10,3
743,4,אופירה וברקוביץ' - עונה 3,קשת 12,108.0,7.3,2020-07-02 18:06:00,7,27,2,18,6,3
744,5,מועדון לילה עונה 7 ש.ח,קשת 12,72.0,6.3,2020-07-02 22:41:00,7,27,2,22,41,3
745,6,שישי עם אילה חסון,רשת 13,100.0,6.0,2020-07-02 19:58:00,7,27,2,19,58,3
746,7,שישי - סיכום שבוע,רשת 13,27.0,4.8,2020-07-02 19:30:00,7,27,2,19,30,3
747,8,שי בשידור - לקט,רשת 13,74.0,4.2,2020-07-02 21:37:00,7,27,2,21,37,3
748,9,העולם הבוקר,רשת 13,179.0,4.1,2020-07-02 07:00:00,7,27,2,7,0,3
749,10,שישי בבוקר עם גלית ויואב - עונה 2,קשת 12,183.0,4.0,2020-07-02 06:57:00,7,27,2,6,57,3
750,11,גלית ואילנית - עונה 2,קשת 12,116.0,3.7,2020-07-02 15:59:00,7,27,2,15,59,3
751,12,איזה צחוק עם אבי נוסבאום ש.ח,קשת 12,79.0,3.7,2020-07-02 23:52:00,7,27,2,23,52,3
752,13,שנות ה-80 עונה 5 ש.ח,רשת 13,35.0,3.3,2020-07-02 18:56:00,7,27,2,18,56,3
753,14,סודות מתוקים - קרין גורן,רשת 13,32.0,3.2,2020-07-02 18:24:00,7,27,2,18,24,3
754,15,לעוף על המיליון - עונה 7 - לעוף על המים ש.ח,רשת 13,32.0,3.2,2020-07-02 22:51:00,7,27,2,22,51,3
755,16,כמעט שבת שלום,קשת 12,65.0,3.1,2020-07-02 10:05:00,7,27,2,10,5,3
756,17,מועדון לילה עונה 7 ש.ח,קשת 12,68.0,2.8,2020-07-02 14:51:00,7,27,2,14,51,3
757,18,גלית ואילנית - עונה 2 ש.ח,קשת 12,43.0,2.2,2020-07-02 01:16:00,7,27,2,1,16,3
758,19,שש עם גלית ויואב - עונה 2,קשת 12,42.0,2.2,2020-07-02 06:14:00,7,27,2,6,14,3
759,20,פותחים שישי,רשת 13,54.0,2.1,2020-07-02 10:00:00,7,27,2,10,0,3
760,1,חדשות שבת 12,קשת 12,81.0,18.0,2020-08-02 19:57:00,8,31,2,19,57,6
762,3,האח הגדול 2020 - הדחה,רשת 13,97.0,13.1,2020-08-02 21:21:00,8,31,2,21,21,6
763,4,פגוש את העיתונות 12,קשת 12,48.0,11.8,2020-08-02 19:06:00,8,31,2,19,6,6
765,6,מהדורת השבת עם הילה קורח,רשת 13,84.0,9.1,2020-08-02 19:56:00,8,31,2,19,56,6
766,7,גב האומה עונה 11,רשת 13,32.0,8.2,2020-08-02 22:57:00,8,31,2,22,57,6
767,8,ארץ נהדרת עונה 17 ש.ח,קשת 12,75.0,7.4,2020-08-02 17:38:00,8,31,2,17,38,6
768,9,המטה המרכזי,רשת 13,45.0,6.5,2020-08-02 19:07:00,8,31,2,19,7,6
770,11,סדר עולמי השבוע 12,קשת 12,30.0,4.8,2020-08-02 17:08:00,8,31,2,17,8,6
771,12,נפלת חזק עונה 2 ש.ח,רשת 13,31.0,3.8,2020-08-02 23:32:00,8,31,2,23,32,6
772,13,משחקי השף עונה 4 ש.ח,רשת 13,172.0,2.8,2020-08-02 15:48:00,8,31,2,15,48,6
773,14,כמעט שבת שלום ש.ח,קשת 12,62.0,2.6,2020-08-02 00:40:00,8,31,2,0,40,6
775,16,הכוכב הבא לאירוויזיון 2020 ש.ח,קשת 12,131.0,2.5,2020-08-02 14:45:00,8,31,2,14,45,6
776,17,שי בשידור ש.ח,רשת 13,78.0,2.3,2020-08-02 00:09:00,8,31,2,0,9,6
777,18,האח הגדול 2020 ש.ח,רשת 13,21.0,2.0,2020-08-02 02:00:00,8,31,2,2,0,6
778,19,גלית ואילנית - עונה 2 ש.ח,קשת 12,110.0,2.0,2020-08-02 11:04:00,8,31,2,11,4,6
780,1,חדשות 12,קשת 12,93.0,16.8,2020-09-02 19:56:00,9,36,2,19,56,2
781,2,תכנית חיסכון 12,קשת 12,29.0,12.6,2020-09-02 19:23:00,9,36,2,19,23,2
783,4,משחקי השף עונה 4 - קרבות המטבח,רשת 13,103.0,10.0,2020-09-02 21:20:00,9,36,2,21,20,2
784,5,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,31.0,9.5,2020-09-02 18:46:00,9,36,2,18,46,2
785,6,חדשות 13,רשת 13,84.0,9.3,2020-09-02 19:57:00,9,36,2,19,57,2
786,7,שש עם עודד בן עמי 12,קשת 12,50.0,8.5,2020-09-02 17:57:00,9,36,2,17,57,2
787,8,לפני החדשות,רשת 13,42.0,7.8,2020-09-02 18:45:00,9,36,2,18,45,2
788,9,הצינור,רשת 13,21.0,7.7,2020-09-02 23:08:00,9,36,2,23,8,2
789,10,שווה כסף,רשת 13,25.0,7.7,2020-09-02 19:28:00,9,36,2,19,28,2
790,11,חי בלילה עונה 12,קשת 12,29.0,6.8,2020-09-02 22:58:00,9,36,2,22,58,2
791,12,שש - אמנון לוי,רשת 13,51.0,5.9,2020-09-02 17:55:00,9,36,2,17,55,2
792,13,חמש עם רפי רשף 12,קשת 12,55.0,5.7,2020-09-02 16:59:00,9,36,2,16,59,2
793,14,היום שהיה עם טל ברמן,רשת 13,34.0,5.5,2020-09-02 23:30:00,9,36,2,23,30,2
794,15,מהדורה ראשונה 12,קשת 12,60.0,4.9,2020-09-02 15:59:00,9,36,2,15,59,2
795,16,מהדורת חמש,רשת 13,55.0,4.7,2020-09-02 16:57:00,9,36,2,16,57,2
797,18,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,121.0,4.1,2020-09-02 06:58:00,9,36,2,6,58,2
798,19,העולם הבוקר,רשת 13,120.0,3.9,2020-09-02 07:00:00,9,36,2,7,0,2
799,20,חברות עונה 4 ש.ח,רשת 13,34.0,3.7,2020-09-02 00:03:00,9,36,2,0,3,2
800,1,חדשות 12,קשת 12,87.0,14.9,2020-10-02 19:56:00,10,40,2,19,56,4
801,2,תכנית חיסכון 12,קשת 12,27.0,13.9,2020-10-02 19:25:00,10,40,2,19,25,4
802,3,משחקי השף עונה 4 - קרבות המטבח,רשת 13,90.0,12.0,2020-10-02 21:25:00,10,40,2,21,25,4
803,4,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,32.0,11.1,2020-10-02 18:47:00,10,40,2,18,47,4
804,5,הצינור,רשת 13,24.0,10.1,2020-10-02 22:55:00,10,40,2,22,55,4
805,6,עובדה 2020,קשת 12,84.0,10.0,2020-10-02 21:24:00,10,40,2,21,24,4
806,7,שש עם עודד בן עמי 12,קשת 12,49.0,9.9,2020-10-02 17:57:00,10,40,2,17,57,4
807,8,חדשות 13,רשת 13,88.0,8.5,2020-10-02 19:56:00,10,40,2,19,56,4
808,9,שווה כסף,רשת 13,23.0,8.1,2020-10-02 19:28:00,10,40,2,19,28,4
809,10,חמש עם רפי רשף 12,קשת 12,55.0,7.5,2020-10-02 16:59:00,10,40,2,16,59,4
810,11,לפני החדשות,רשת 13,44.0,6.1,2020-10-02 18:45:00,10,40,2,18,45,4
811,12,היום שהיה עם טל ברמן,רשת 13,31.0,6.1,2020-10-02 23:23:00,10,40,2,23,23,4
812,13,חי בלילה עונה 12,קשת 12,28.0,5.2,2020-10-02 22:58:00,10,40,2,22,58,4
813,14,חברות עונה 4 ש.ח,רשת 13,32.0,5.0,2020-10-02 23:53:00,10,40,2,23,53,4
814,15,שש - אמנון לוי,רשת 13,50.0,4.8,2020-10-02 17:55:00,10,40,2,17,55,4
815,16,מהדורה ראשונה 12,קשת 12,52.0,4.8,2020-10-02 16:08:00,10,40,2,16,8,4
816,17,העולם הבוקר,רשת 13,120.0,4.5,2020-10-02 07:00:00,10,40,2,7,0,4
817,18,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,122.0,4.2,2020-10-02 06:57:00,10,40,2,6,57,4
818,19,מהדורת חמש,רשת 13,54.0,3.9,2020-10-02 16:56:00,10,40,2,16,56,4
819,20,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,30.0,3.7,2020-10-02 23:33:00,10,40,2,23,33,4
820,1,חדשות 12,קשת 12,78.0,17.1,2020-11-02 19:56:00,11,45,2,19,56,0
821,2,תכנית חיסכון 12,קשת 12,30.0,12.7,2020-11-02 19:22:00,11,45,2,19,22,0
822,3,מועדון לילה עונה 7,קשת 12,88.0,12.7,2020-11-02 21:15:00,11,45,2,21,15,0
823,4,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,30.0,10.2,2020-11-02 18:46:00,11,45,2,18,46,0
824,5,שנות ה-80 עונה 5,רשת 13,38.0,10.1,2020-11-02 21:20:00,11,45,2,21,20,0
825,6,שש עם עודד בן עמי 12,קשת 12,49.0,9.4,2020-11-02 17:57:00,11,45,2,17,57,0
826,7,חדשות 13,רשת 13,84.0,9.0,2020-11-02 19:57:00,11,45,2,19,57,0
827,8,שנות ה-80 עונה 4 ש.ח,רשת 13,45.0,8.1,2020-11-02 21:58:00,11,45,2,21,58,0
828,9,חי בלילה עונה 12,קשת 12,31.0,8.0,2020-11-02 22:42:00,11,45,2,22,42,0
829,10,חמש עם רפי רשף 12,קשת 12,55.0,6.8,2020-11-02 16:59:00,11,45,2,16,59,0
830,11,לפני החדשות,רשת 13,43.0,6.1,2020-11-02 18:45:00,11,45,2,18,45,0
831,12,הצינור,רשת 13,27.0,6.1,2020-11-02 22:43:00,11,45,2,22,43,0
832,13,שווה כסף,רשת 13,25.0,5.9,2020-11-02 19:28:00,11,45,2,19,28,0
833,14,שש - אמנון לוי,רשת 13,50.0,5.6,2020-11-02 17:54:00,11,45,2,17,54,0
834,15,מהדורת חמש,רשת 13,56.0,4.7,2020-11-02 16:54:00,11,45,2,16,54,0
835,16,היום שהיה עם טל ברמן,רשת 13,32.0,4.7,2020-11-02 23:19:00,11,45,2,23,19,0
836,17,מהדורה ראשונה 12,קשת 12,53.0,4.5,2020-11-02 16:07:00,11,45,2,16,7,0
837,18,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,25.0,4.5,2020-11-02 23:31:00,11,45,2,23,31,0
838,19,העולם הבוקר,רשת 13,120.0,3.8,2020-11-02 07:00:00,11,45,2,7,0,0
839,20,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,122.0,3.7,2020-11-02 06:58:00,11,45,2,6,58,0
840,1,חדשות 12,קשת 12,87.0,16.4,2020-12-02 19:57:00,12,49,2,19,57,2
841,2,ארץ נהדרת עונה 17,קשת 12,88.0,14.7,2020-12-02 21:23:00,12,49,2,21,23,2
842,3,האח הגדול 2020,רשת 13,106.0,13.8,2020-12-02 21:18:00,12,49,2,21,18,2
843,4,תכנית חיסכון 12,קשת 12,28.0,11.2,2020-12-02 19:25:00,12,49,2,19,25,2
844,5,הצינור,רשת 13,22.0,10.5,2020-12-02 23:07:00,12,49,2,23,7,2
845,6,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,33.0,10.1,2020-12-02 18:46:00,12,49,2,18,46,2
846,7,שש עם עודד בן עמי 12,קשת 12,50.0,9.9,2020-12-02 17:57:00,12,49,2,17,57,2
847,8,חדשות 13,רשת 13,81.0,8.9,2020-12-02 19:57:00,12,49,2,19,57,2
848,9,היום שהיה עם טל ברמן,רשת 13,28.0,7.0,2020-12-02 23:29:00,12,49,2,23,29,2
849,10,חמש עם רפי רשף 12,קשת 12,55.0,6.3,2020-12-02 16:59:00,12,49,2,16,59,2
850,11,זה לא הגיל עונה 2,קשת 12,32.0,6.3,2020-12-02 22:51:00,12,49,2,22,51,2
851,12,שווה כסף,רשת 13,26.0,6.0,2020-12-02 19:27:00,12,49,2,19,27,2
852,13,לפני החדשות,רשת 13,42.0,5.6,2020-12-02 18:45:00,12,49,2,18,45,2
853,14,שש - אמנון לוי,רשת 13,50.0,4.8,2020-12-02 17:55:00,12,49,2,17,55,2
854,15,מהדורה ראשונה 12,קשת 12,53.0,3.7,2020-12-02 16:07:00,12,49,2,16,7,2
855,16,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,120.0,3.6,2020-12-02 06:57:00,12,49,2,6,57,2
856,17,מהדורת חמש,רשת 13,57.0,3.4,2020-12-02 16:55:00,12,49,2,16,55,2
858,19,העולם הבוקר,רשת 13,120.0,3.3,2020-12-02 07:00:00,12,49,2,7,0,2
860,1,חדשות 12,קשת 12,93.0,14.8,2020-02-13 19:57:00,2,7,13,19,57,3
861,2,האח הגדול 2020 - הדחה,רשת 13,89.0,13.6,2020-02-13 21:20:00,2,7,13,21,20,3
862,3,תכנית חיסכון 12,קשת 12,28.0,10.5,2020-02-13 19:25:00,2,7,13,19,25,3
864,5,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,31.0,9.7,2020-02-13 18:46:00,2,7,13,18,46,3
865,6,הכרישים קשת - עונה 2,קשת 12,42.0,8.8,2020-02-13 22:26:00,2,7,13,22,26,3
866,7,חדשות 13,רשת 13,84.0,8.5,2020-02-13 19:57:00,2,7,13,19,57,3
867,8,שש עם עודד בן עמי 12,קשת 12,49.0,8.1,2020-02-13 17:58:00,2,7,13,17,58,3
868,9,שווה כסף,רשת 13,26.0,6.8,2020-02-13 19:27:00,2,7,13,19,27,3
869,10,גב האומה עונה 11,רשת 13,29.0,6.6,2020-02-13 22:50:00,2,7,13,22,50,3
870,11,חמש עם רפי רשף 12,קשת 12,56.0,6.6,2020-02-13 17:00:00,2,7,13,17,0,3
871,12,לפני החדשות,רשת 13,43.0,6.5,2020-02-13 18:45:00,2,7,13,18,45,3
